,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603617,君禾股份,0.32,18.52,3.29,10.2,0.38,2391.35,16.42,,06-30
1,300673,佩蒂股份,0.23,,,3.43,,1361.1,,,06-28
2,603938,三孚股份,0.32,52.38,,6.5,,3570.79,53.63,,06-27
3,000511,*ST烯碳,-0.03,-4550.0,,-2.77,,-3089.17,-4676.71,,06-24
4,603595,东尼电子,0.23,155.56,,6.71,,1749.26,159.14,,06-22
5,300672,国科微,-0.32,-34.69,,-3.87,,-2692.27,-34.66,,06-20
6,603757,大元泵业,0.49,63.33,,9.22,,3100.86,67.03,,06-20
7,603316,诚邦股份,,,,,,1582.99,89.12,,06-16
8,603933,睿能科技,0.53,206.94,,10.07,,4088.93,207.44,,06-15
9,603331,百达精工,0.2,42.86,3.92,5.33,-0.12,1947.25,49.71,,06-15
10,603980,吉华集团,0.25,-73.85,5.1,4.9,0.22,10003.92,-73.83,,06-14
11,603326,我乐家居,-0.01,-80.0,,,,-175.69,-72.11,,06-14
12,300671,富满电子,0.11,,,3.02,,832.92,93.67,,06-14
13,300670,大烨智能,0.04,-15.92,,,,334.0,-15.84,,06-14
14,002885,京泉华,0.25,66.67,,4.27,,1519.97,73.41,,06-13
15,603801,志邦股份,0.17,51.07,,3.01,,2034.34,51.03,,06-12
16,603767,中马传动,,,,,,2251.32,2.94,,06-12
17,300669,沪宁股份,0.1,25.0,,2.68,,602.26,14.53,,06-09
18,300667,必创科技,0.06,-300.0,3.22,1.73,-0.46,281.23,-315.37,,06-05
19,300668,杰恩设计,0.33,26.92,4.47,7.64,-0.53,1037.34,25.34,,06-02
20,603335,迪生力,0.08,,2.13,4.02,0.11,1478.85,-1.64,,06-01
21,603200,上海洗霸,0.22,21.28,6.94,3.24,0.69,1222.53,21.28,,05-31
22,002881,美格智能,0.09,,,3.1,,718.62,57.71,,05-31
23,300665,飞鹿股份,,,,,,128.1,471.33,,05-25
24,603226,菲林格尔,0.12,20.0,5.02,2.3,-0.43,750.57,19.94,,05-24
25,300666,江丰电子,0.06,50.0,,3.26,,958.97,62.64,,05-23
26,603879,永悦科技,0.08,0.0,,3.32,,882.15,7.88,,05-23
27,002879,长缆科技,0.23,-8.0,,3.21,,2331.48,-8.27,,05-22
28,603197,保隆科技,0.51,30.62,,,,4518.35,30.61,,05-18
29,300663,科蓝软件,-0.21,-36.36,,,,-2057.98,-36.79,,05-17
30,300662,科锐国际,0.09,80.0,,,,1164.95,70.41,,05-17
31,603758,秦安股份,0.16,-15.79,,3.6,,6069.41,-13.67,,05-16
32,601878,浙商证券,0.09,,,2.72,,26392.13,33.2,,05-16
33,603269,海鸥股份,0.08,0.0,6.23,1.33,0.12,578.0,0.18,,05-16
34,603496,恒为科技,0.23,,5.89,25.49,,1761.89,10.8,,05-16
35,300653,正海生物,0.13,0.93,3.95,3.35,0.14,777.96,0.89,,05-15
36,300652,雷迪克,0.25,56.25,4.39,5.86,0.15,1649.39,58.76,,05-15
37,603286,日盈电子,,,,,,716.5,12.69,,05-15
38,601952,苏垦农发,0.17,21.43,3.37,5.23,0.2,13725.47,22.27,,05-12
39,002870,香山股份,0.25,38.89,,5.69,,2034.61,33.08,,05-12
40,002869,金溢科技,0.48,2.13,5.02,9.51,-1.37,4261.38,2.04,,05-12
41,300660,江苏雷利,,,,,,6067.51,21.42,,05-11
42,603180,金牌厨柜,0.2,122.22,5.47,3.58,-1.01,1008.32,114.53,,05-11
43,002871,伟隆股份,0.21,23.53,5.49,3.55,,1096.0,24.85,,05-10
44,603113,金能科技,0.35,-1266.67,4.02,9.14,0.4,21039.87,-10826.45,,05-10
45,603086,先达股份,0.41,17.14,12.12,3.46,-1.02,2468.77,18.31,,05-10
46,603926,铁流股份,0.3,15.38,5.85,5.35,-0.12,2742.48,18.67,,05-09
47,300658,延江股份,0.3,3.45,,8.0,,2218.29,3.28,,05-09
48,603728,鸣志电器,0.1,31.28,3.14,3.04,-0.02,2347.9,31.31,,05-08
49,603229,奥翔药业,0.1,0.0,,4.83,,1203.36,5.11,,05-08
50,300659,中孚信息,,,,,,-145.94,-39.39,,05-08
51,300651,金陵体育,0.03,6.13,6.13,0.57,-0.48,196.64,6.08,,05-08
52,300656,民德电子,0.17,5.32,3.89,4.45,-0.09,756.9,5.31,,05-05
53,002873,新天药业,0.3,,,5.08,,1539.39,,,05-04
54,300643,万通智控,0.06,50.0,1.39,3.84,0.07,850.3,57.11,,05-04
55,300649,杭州园林,0.11,22.22,3.81,3.04,-0.46,547.53,21.42,,05-04
56,603985,恒润股份,0.51,25.59,7.65,6.68,0.81,3042.07,25.59,,05-04
57,603855,华荣股份,0.04,100.0,2.97,1.13,-0.16,903.83,84.47,,05-03
58,603501,韦尔股份,0.1,25.0,2.22,4.32,0.19,3596.67,26.78,,05-03
59,300647,超频三,0.09,0.0,3.08,3.09,-0.14,841.71,9.3,,05-02
60,300657,弘信电子,0.23,-560.0,6.27,3.79,0.34,1820.75,-578.25,,05-02
61,002868,绿康生化,0.29,-14.71,3.31,9.32,0.25,2651.62,-14.17,,05-02
63,603505,金石资源,0.04,33.33,2.64,1.41,0.08,663.71,28.24,,05-02
64,000584,友利控股,-0.03,-34.72,,-1.09,,-1639.9,-34.67,,04-29
65,600641,万业企业,0.15,72.1,,2.65,,11735.52,72.13,,04-29
66,603689,皖天然气,0.12,-14.29,,2.44,,3813.65,9.7,,04-29
67,000651,格力电器,0.67,26.42,,7.19,,401453.65,27.05,,04-29
68,002070,*ST众和,-0.02,242.86,,-2.38,,-1547.01,238.45,,04-29
69,600322,天房发展,0.05,1543.33,,1.3,,5450.39,1531.32,,04-29
70,600713,南京医药,0.07,21.82,,2.26,,5989.99,20.88,,04-29
71,002439,启明星辰,-0.01,33.33,,-0.25,,-671.02,26.94,,04-29
72,600362,江西铜业,0.16,166.67,,1.11,,54125.09,168.78,,04-29
73,000732,泰禾集团,0.19,-28.33,,1.27,,23066.78,-28.35,,04-29
74,600745,中茵股份,0.22,2100.0,5.73,3.78,0.53,13794.28,2291.83,,04-29
75,601888,中国国旅,0.74,3.08,13.61,5.55,,71824.88,3.08,,04-29
76,000789,万年青,0.01,24.71,,0.23,,651.8,24.29,,04-29
77,600051,宁波联合,0.03,105.84,,0.44,,863.12,106.08,,04-29
78,600798,宁波海运,0.02,1791.67,,0.86,,2338.18,1755.2,,04-29
79,600068,葛洲坝,0.13,-6.43,,2.64,,74641.36,15.59,,04-29
80,000829,天音控股,0.01,0.0,,0.28,,625.84,-31.69,,04-29
81,000046,泛海控股,0.08,127.17,,2.35,,43461.18,137.01,,04-29
82,600477,杭萧钢构,0.11,151.11,,5.43,,12054.78,229.36,,04-29
83,000860,顺鑫农业,0.33,7.23,,2.75,,18795.66,7.22,,04-29
84,600833,第一医药,0.06,6.07,,1.87,,1402.69,6.0,,04-29
85,600496,精工钢构,0.01,-35.43,,0.57,,2168.53,-35.53,,04-29
86,000887,中鼎股份,0.26,23.81,,4.63,,31331.51,32.89,,04-29
87,600853,龙建股份,-0.01,-27.67,,-0.8,,-617.78,-27.55,,04-29
88,002552,宝鼎科技,-0.03,-30.23,,-1.4,,-986.12,-23.15,,04-29
89,600137,浪莎股份,0.04,-2.7,,0.76,,345.94,-2.8,,04-29
90,000416,民生控股,0.01,-155.24,,0.7,,616.11,-155.1,,04-29
91,600886,国投电力,0.14,-25.1,,3.17,,93000.71,-25.07,,04-29
92,600158,中体产业,-0.02,11.11,,-0.8,,-1264.4,11.38,,04-29
93,600551,时代出版,0.23,2.78,,2.27,,11597.1,2.74,,04-29
94,000951,中国重汽,0.25,212.5,,3.37,,16780.96,370.79,,04-29
95,600176,中国巨石,0.19,-40.55,,4.2,,47031.58,30.77,,04-29
96,600193,创兴资源,0.01,350.0,,1.54,,402.46,280.03,,04-29
97,600587,新华医疗,0.11,0.0,,1.35,,4407.97,2.8,,04-29
98,002316,键桥通讯,-0.05,-600.0,,-2.51,,-2127.53,-875.67,,04-29
99,603568,伟明环保,0.18,0.0,,6.1,,12061.92,45.69,,04-29
100,002653,海思科,0.04,0.0,,1.94,,4435.6,5.46,,04-29
101,600255,鑫科材料,0.01,-150.0,,0.42,,1410.84,-135.64,,04-29
102,600647,同达创业,0.09,2023.81,,3.26,,1241.31,2014.27,,04-29
103,601179,中国西电,0.06,30.84,,1.59,,30444.08,30.92,,04-29
104,601231,环旭电子,0.13,225.0,,3.72,,28667.15,239.72,,04-29
105,600291,西水股份,1.94,3246.46,,18.11,,211788.68,3742.3,,04-29
106,000659,*ST中富,-0.01,-75.0,,-2.28,,-1087.34,-77.96,,04-29
107,600310,桂东电力,-0.09,-549.52,,-2.98,,-7818.09,-550.05,,04-29
108,000679,大连友谊,0.03,-36.4,,0.82,,1134.21,-36.46,,04-29
109,600718,东软集团,0.02,0.0,,0.36,,2777.24,3.63,,04-29
110,600350,山东高速,0.12,10.19,,2.28,,57443.87,10.12,,04-29
111,600734,实达集团,0.0,-97.35,,0.06,,165.29,-95.39,,04-29
112,601818,光大银行,0.18,0.0,4.99,3.83,,857900.0,1.57,,04-29
113,603901,永创智能,0.04,-50.0,,1.89,,1713.17,9.79,,04-29
114,601901,方正证券,0.05,-50.0,4.36,1.13,0.24,40482.91,-52.24,,04-29
115,600029,南方航空,0.16,-40.74,,3.53,,155000.0,-42.23,,04-29
116,000815,美利云,-0.01,-85.71,,-0.5,,-988.28,-57.02,,04-29
117,600460,士兰微,0.03,1200.0,,1.31,,3281.02,1487.62,,04-29
118,600821,津劝业,-0.07,-800.0,,-6.26,,-3066.89,-1643.46,,04-29
119,600125,铁龙物流,0.07,65.85,,1.75,,8821.09,65.15,,04-29
120,600145,*ST新亿,-0.0,-92.86,,-0.06,,-17.49,-91.66,,04-29
121,600537,亿晶光电,0.01,-93.75,,0.31,,937.9,-89.96,,04-29
122,000931,中关村,-0.04,75.95,,-2.58,,-3139.7,96.54,,04-29
123,000958,东方能源,0.12,-61.29,,2.45,,6541.13,-61.71,,04-29
124,002284,亚太股份,0.06,1.72,,1.63,,4352.89,2.25,,04-29
125,603322,超讯通信,-0.1,-1100.0,,-1.62,,-770.53,-1054.81,,04-29
126,002605,姚记扑克,0.06,-14.5,,1.67,,2530.85,-9.13,,04-29
127,000528,柳工,0.1,624.81,,1.22,,10845.0,623.09,,04-29
128,600576,万家文化,0.04,115.79,,1.42,,2609.41,112.85,,04-29
129,000976,春晖股份,0.01,117.39,,0.48,,1712.11,202.33,,04-29
130,600978,宜华生活,0.11,22.22,,2.14,,16030.21,21.31,,04-29
131,603366,日出东方,0.02,-66.67,,0.44,,1682.0,-62.23,,04-29
132,600593,大连圣亚,-0.1,-1.43,,-2.4,,-950.72,-1.39,,04-29
133,600615,丰华股份,0.01,-12.5,,0.29,,138.62,-11.96,,04-29
134,600240,华业资本,0.09,-30.77,,2.2,,12617.27,-33.33,,04-29
135,600260,凯乐科技,0.12,100.0,,2.56,,7729.43,100.08,,04-29
136,600652,游久游戏,0.02,70.0,,0.66,,1444.29,76.24,,04-29
137,601200,上海环境,0.22,,,3.1,,15424.45,57.13,,04-29
138,603668,天马科技,0.06,0.0,,1.81,,1186.21,26.25,,04-29
139,603718,海利生物,0.04,-60.0,,2.51,,2493.99,-11.52,,04-29
140,600689,上海三毛,0.2,-607.5,2.31,9.18,,4077.49,-602.52,,04-29
141,601515,东风股份,0.18,0.0,,5.64,,20183.29,0.23,,04-29
142,002725,跃岭股份,0.05,-37.5,,0.89,,811.01,-35.58,,04-29
143,603823,百合花,0.12,-29.41,,2.27,,2674.82,-12.77,,04-29
144,002741,光华科技,0.02,41.86,,1.1,,878.56,42.07,,04-29
145,600355,精伦电子,-0.01,-526.67,,-1.55,,-629.17,-498.9,,04-29
146,000780,*ST平能,-0.02,-73.81,,-0.55,,-2253.15,-73.55,,04-29
147,600415,小商品城,0.12,200.0,,6.46,,68042.18,222.6,,04-29
148,000800,一汽轿车,0.1,-138.23,,2.08,,16172.89,-138.22,,04-29
149,002192,融捷股份,0.0,-57.14,,0.04,,30.63,-57.47,,04-29
150,000038,深大通,0.29,29.82,,1.84,,9418.11,164.79,,04-29
151,600467,好当家,0.01,-36.36,,0.34,,1002.94,24.41,,04-29
152,000850,华茂股份,0.01,-22.15,,0.24,,1093.01,-22.04,,04-29
153,600826,兰生股份,0.06,-96.23,,0.62,,2350.86,-96.48,,04-29
154,600096,云天化,0.01,-104.16,,0.42,,1625.54,-104.14,,04-29
155,603123,翠微股份,0.07,7.46,,1.28,,3791.13,8.74,,04-29
156,600130,波导股份,-0.01,-200.0,,-0.88,,-872.56,-182.74,,04-29
157,000919,金陵药业,0.09,-9.92,,1.68,,4303.03,-9.97,,04-29
158,300343,联创互联,0.04,-62.51,,0.58,,2327.83,74.37,,04-29
159,000428,华天酒店,-0.06,-0.0,,-2.25,,-6451.22,11.84,,04-29
160,603303,得邦照明,0.23,0.0,,3.14,,5479.45,34.66,,04-29
161,600169,太原重工,0.0,-100.44,,0.03,,110.18,-100.5,,04-29
162,002594,比亚迪,0.2,-37.5,,1.15,,60579.5,-28.79,,04-29
163,600563,法拉电子,0.37,-2.65,,3.86,,8250.56,-2.81,,04-29
164,002610,爱康科技,0.0,-90.0,,0.17,,961.13,-30.21,,04-29
165,000981,银亿股份,0.02,-15.5,,0.77,,5155.31,4.31,,04-29
166,300392,腾信股份,-0.05,-183.33,,-3.0,,-1807.28,-172.53,,04-29
167,002626,金达威,0.11,37.5,,3.02,,6628.19,38.0,,04-29
168,000552,靖远煤电,0.05,10.89,,1.82,,11630.69,122.37,,04-29
169,600620,天宸股份,-0.01,-24.07,,-0.22,,-565.2,13.93,,04-29
170,603598,引力传媒,0.05,-44.44,,2.11,,1265.37,2.71,,04-29
171,600247,ST成城,-0.96,3596.91,,,,-32213.53,3590.25,,04-29
172,603633,徕木股份,0.07,0.0,,1.3,,874.03,39.21,,04-29
173,600658,电子城,0.02,100.0,,0.33,,1963.0,126.6,,04-29
174,601218,吉鑫科技,0.02,-40.97,,0.64,,1698.67,-40.51,,04-29
175,603688,石英股份,0.07,15.71,,1.24,,1491.66,16.42,,04-29
176,600678,四川金顶,-0.02,-1.22,,,,-847.63,-1.4,,04-29
177,601336,新华保险,0.59,-7.81,19.74,3.04,-1.57,183700.0,-7.87,,04-29
178,002713,东易日盛,-0.23,-8.0,,-5.79,,-5872.65,-5.49,,04-29
179,600694,大商股份,1.12,12.0,,4.63,,32928.24,11.82,,04-29
180,600584,长电科技,0.04,47.06,,0.83,,3829.77,36.03,,04-29
181,601088,中国神华,0.62,165.09,16.37,3.84,1.26,1223500.0,165.57,,04-29
182,600243,青海华鼎,0.12,-340.0,,3.03,,5334.09,-341.72,,04-29
183,603601,再升科技,0.04,-62.94,,1.58,,1731.65,-4.22,,04-29
184,600250,南纺股份,-0.18,125.0,,-15.05,,-4646.97,122.1,,04-29
185,000626,远大控股,0.16,-80.37,,3.33,,9590.25,-41.97,,04-29
186,002377,国创高新,-0.02,-19.62,,-1.18,,-908.83,-19.4,,04-29
187,000655,金岭矿业,0.03,-123.57,,0.76,,1981.71,-124.55,,04-29
188,002072,凯瑞德,-0.02,-75.38,,-2.97,,-280.89,-75.41,,04-29
189,600307,酒钢宏兴,0.04,-183.8,,2.41,,22340.22,-183.75,,04-29
190,600697,欧亚集团,0.29,0.0,,2.16,,4635.88,0.35,,04-29
191,600325,华发股份,0.36,1700.0,,3.2,,42069.72,1546.81,,04-29
192,600715,文投控股,0.14,-36.36,,4.85,,22633.45,25.61,,04-29
193,002425,凯撒文化,0.08,192.31,,1.12,,3843.18,224.85,,04-29
194,600345,长江通信,0.33,450.0,,4.88,,6486.74,408.2,,04-29
195,601801,皖新传媒,0.31,14.81,,7.05,,62505.6,154.98,,04-29
196,600365,通葡股份,0.01,0.0,,0.32,,221.1,13.12,,04-29
197,000735,罗牛山,0.07,1126.23,,2.48,,8610.53,1516.37,,04-29
198,600747,*ST大控,-0.01,-33.33,,-0.47,,-932.31,-30.98,,04-29
199,600006,东风汽车,0.04,-42.01,,1.08,,7031.14,-42.04,,04-29
200,600026,中远海能,0.14,263.8,,2.03,,56311.47,264.05,,04-29
201,603989,艾华集团,0.26,39.34,,4.2,,7638.72,39.5,,04-29
202,000791,甘肃电投,-0.14,-34.43,,-2.79,,-13738.24,-28.32,,04-29
203,600053,九鼎投资,0.13,82.78,,2.99,,5476.92,82.92,,04-29
204,600425,*ST青松,-0.11,-0.88,,-3.92,,-15383.5,-1.18,,04-29
205,000831,五矿稀土,0.01,-153.8,,0.42,,832.55,-153.8,,04-29
206,603058,永吉股份,0.06,0.0,,3.13,,2474.95,17.57,,04-29
207,600086,东方金钰,0.1,15.86,,4.33,,13311.21,15.89,,04-29
208,600479,千金药业,0.08,32.28,,1.58,,2773.75,32.28,,04-29
209,603100,川仪股份,0.06,0.0,,1.25,,2368.87,-1.54,,04-29
210,600498,烽火通信,0.13,18.18,,1.89,,13859.41,16.3,,04-29
211,000889,茂业通信,0.07,-5.28,,1.97,,4568.54,-5.3,,04-29
212,002232,启明信息,0.0,82.35,,0.12,,127.22,84.45,,04-29
213,600121,*ST郑煤,0.22,-287.92,,7.65,,22745.11,-287.99,,04-29
214,002554,惠博普,0.05,0.0,,2.35,,5120.4,84.49,,04-29
215,000333,美的集团,0.67,-27.17,,6.87,,435258.7,11.4,,04-29
216,600139,西部资源,-0.05,-24.4,1.48,-3.38,0.03,-3359.27,-24.51,,04-29
217,000928,中钢国际,0.15,-7.02,,2.38,,10170.02,1.09,,04-29
218,603266,天龙股份,0.23,-8.0,,3.18,,2087.5,10.85,,04-29
219,002586,围海股份,-0.0,-132.08,,-0.08,,-126.73,-132.69,,04-29
220,000504,南华生物,-0.02,4.67,,-173.42,,-489.72,5.11,,04-29
221,603318,派思股份,0.01,-110.0,,0.52,,242.32,-120.64,,04-29
222,000524,岭南控股,0.06,162.5,,3.07,,3385.52,418.13,,04-29
223,000972,*ST中基,-0.03,-7.56,,-2.52,,-2072.56,-7.65,,04-29
224,002618,丹邦科技,0.02,-39.55,,0.47,,792.87,20.92,,04-29
225,000543,皖能电力,-0.02,-110.31,,-0.36,,-4002.83,-111.55,,04-29
226,600589,广东榕泰,0.04,10.81,,0.97,,2910.99,10.99,,04-29
227,000993,闽东电力,0.0,-87.4,,0.12,,180.75,-87.3,,04-29
228,601011,宝泰隆,0.02,835.29,,0.5,,2178.72,851.65,,04-29
229,600232,金鹰股份,0.01,10.0,,0.35,,412.33,11.01,,04-29
230,600623,华谊集团,0.12,63.89,,1.53,,25087.14,65.04,,04-29
231,002024,苏宁云商,0.01,-125.0,,0.12,,7825.2,-126.43,,04-29
232,002350,北京科锐,-0.04,-852.94,,-0.73,,-837.58,-848.45,,04-29
233,600257,大湖股份,0.01,-0.75,,0.49,,633.4,11.3,,04-29
234,000611,天首发展,-0.0,-82.01,,-0.72,,-139.56,-81.83,,04-29
235,600649,城投控股,0.2,-16.67,,2.87,,60719.23,-14.59,,04-29
236,601238,广汽集团,0.59,96.67,,8.35,,382857.84,98.68,,04-29
237,600686,金龙汽车,-0.09,-200.0,,-1.5,,-5322.18,-194.54,,04-29
238,601390,中国中铁,0.11,7.0,,1.84,,262258.3,15.32,,04-29
239,603778,乾景园林,0.04,-75.0,,0.74,,701.75,-43.61,,04-29
248,600586,金晶科技,0.03,223.0,,1.17,,4719.46,533.0,,04-29
249,600988,赤峰黄金,0.01,-50.0,,0.31,,769.12,-51.6,,04-29
261,002406,远东传动,0.06,20.0,,1.49,,3365.93,14.05,,04-29
262,600321,国栋建设,-0.01,-0.32,1.76,-0.71,0.01,-1882.1,-0.62,,04-29
263,000691,ST亚太,-0.01,23.91,,-5.15,,-184.74,24.74,,04-29
264,600712,南宁百货,-0.0,-130.0,,-0.02,,-18.08,-124.42,,04-29
265,603839,安正时尚,0.3,7.14,,4.18,,7067.21,16.5,,04-29
266,600339,中油工程,0.04,-187.21,,1.31,,21858.04,-892.1,,04-29
267,002133,广宇集团,0.03,,,0.7,,1992.26,4420.91,,04-29
268,603929,亚翔集成,0.26,-58.06,,6.12,,5602.71,-43.26,,04-29
269,600379,宝光股份,0.03,-7.42,,1.3,,618.64,-7.23,,04-29
270,600397,安源煤业,-0.05,-60.97,,-3.68,,-5351.92,-60.99,,04-29
271,000788,北大医药,0.01,0.0,,0.61,,696.58,3.01,,04-29
272,000007,全新好,,,,0.07,,27.69,-96.39,,04-29
273,600797,浙大网新,0.01,-150.0,,0.4,,912.9,-164.95,,04-29
274,000045,深纺织A,0.01,-142.5,,0.13,,430.21,-141.99,,04-29
275,000886,海南高速,0.06,250.0,,2.12,,5544.67,253.32,,04-29
276,600851,海欣股份,0.01,7.69,,0.25,,1018.35,7.5,,04-29
277,000906,浙商中拓,0.11,37.5,,2.63,,4516.16,46.08,,04-29
278,600136,当代明诚,0.0,-76.19,,0.01,,25.86,-44.14,,04-29
279,000501,鄂武商A,0.5,0.0,,4.59,,28583.65,11.63,,04-29
280,000950,*ST建峰,-0.04,-86.3,,-2.16,,-2217.6,-86.41,,04-29
281,603313,梦百合,0.28,-3.45,,3.97,,6735.49,31.15,,04-29
282,002599,盛通股份,0.02,48.15,,0.29,,260.82,43.0,,04-29
283,600198,大唐电信,-0.15,-13.47,,-5.88,,-13093.69,-13.44,,04-29
284,000996,中国中期,0.02,96.43,,0.82,,505.69,95.44,,04-29
285,000564,供销大集,0.02,-27.83,,0.48,,13377.49,475.91,,04-29
286,600609,金杯汽车,-0.05,444.44,0.02,-117.22,0.01,-5341.86,436.04,,04-29
287,603567,珍宝岛,0.14,-12.48,,2.69,,11739.53,75.09,,04-29
288,600234,ST山水,-0.03,200.0,,-5.98,,-560.75,226.54,,04-29
289,600626,申达股份,0.05,-31.12,,1.54,,3836.46,-31.14,,04-29
290,603606,东方电缆,0.03,25.0,,0.91,,778.4,16.24,,04-29
291,000608,阳光股份,-0.04,-33.33,,-1.19,,-3366.8,-21.5,,04-29
292,600645,中源协和,0.07,-450.0,,1.76,,2768.02,-547.54,,04-29
293,603699,纽威股份,0.07,-22.22,,2.08,,5202.37,-22.22,,04-29
294,000657,中钨高新,0.04,-188.89,,0.81,,2413.8,-188.83,,04-29
295,601375,中原证券,0.03,-25.0,,0.94,,10004.73,-21.1,,04-29
296,000678,襄阳轴承,0.01,-146.67,,0.25,,305.09,-147.68,,04-29
297,603861,白云电器,0.06,-14.63,,1.3,,2483.48,-2.92,,04-29
298,000718,苏宁环球,0.01,93.06,,0.56,,4219.3,93.09,,04-29
299,002122,天马股份,0.01,40.0,,0.37,,1660.07,39.5,,04-29
300,002770,科迪乳业,0.04,-33.33,,1.21,,2257.57,38.51,,04-29
301,002138,顺络电子,0.09,-10.0,,2.4,,6490.57,-14.34,,04-29
302,601900,南方传媒,0.14,-12.5,,3.06,,11116.08,0.26,,04-29
303,603955,大千生态,0.02,9.22,,0.23,,154.77,9.29,,04-29
304,601988,中国银行,0.15,0.0,4.59,3.44,1.31,4664900.0,0.06,,04-29
305,600784,鲁银投资,0.0,-98.41,,0.08,,132.71,-98.15,,04-29
306,600055,万东医疗,0.01,-115.79,,0.13,,234.41,-126.3,,04-29
307,300273,和佳股份,0.05,-19.35,,1.83,,4298.8,-19.35,,04-29
308,600072,中船科技,0.0,-108.89,,0.09,,320.17,-114.74,,04-29
309,000835,长城动漫,0.07,-209.27,,2.69,,2197.43,-214.9,,04-29
310,002523,天桥起重,0.02,0.0,,0.7,,1301.09,34.55,,04-29
311,600481,双良节能,-0.01,-132.46,,-0.57,,-1205.07,-132.62,,04-29
312,600500,中化国际,0.11,266.67,,2.08,,23425.64,246.8,,04-29
313,000912,泸天化,0.0,-104.43,,0.74,,180.2,-104.63,,04-29
314,002572,索菲亚,0.17,40.23,,1.97,,7722.63,46.75,,04-29
315,600890,中房股份,-0.02,6.99,,-3.15,,-886.49,6.77,,04-29
316,000506,中润资源,-0.04,-327.53,,-2.58,,-3763.91,-327.91,,04-29
317,000957,中通客车,0.08,-82.61,,1.73,,4516.38,-66.67,,04-29
318,600186,莲花健康,-0.04,-477.45,,-34.88,,-4086.05,-475.59,,04-29
319,000532,华金资本,0.01,-42.93,,0.5,,361.4,-43.08,,04-29
320,603385,惠达卫浴,0.14,7.69,,1.76,,3993.12,45.97,,04-29
321,600203,福日电子,0.03,-40.0,,0.65,,1438.93,-20.1,,04-29
322,600634,富控互动,0.05,4900.0,,0.99,,2871.52,3434.04,,04-29
323,600259,广晟有色,0.01,-104.0,,0.09,,171.9,-102.62,,04-29
324,000613,*ST东海A,0.01,65.0,,3.19,,241.03,66.42,,04-29
325,600651,飞乐音响,-0.06,-380.95,,-1.63,,-5811.48,-382.16,,04-29
326,002047,宝鹰股份,0.05,25.0,,2.3,,6306.08,17.1,,04-29
327,000633,合金投资,-0.02,-22.75,,-4.25,,-757.13,-22.81,,04-29
328,600671,天目药业,-0.03,-37.44,,-5.39,,-309.38,-37.43,,04-29
329,601288,农业银行,0.16,0.0,3.95,4.37,,5571000.0,1.87,,04-29
330,603717,天域生态,0.18,-166.67,,3.81,,2330.23,-167.78,,04-29
331,600297,广汇汽车,0.18,31.91,,3.95,,97066.45,31.88,,04-29
332,002416,爱施德,0.09,46.55,,1.63,,8732.35,52.98,,04-29
333,000705,浙江震元,0.03,32.26,,0.84,,1097.39,32.56,,04-29
334,002432,九安医疗,-0.04,-4.65,,-1.04,,-1597.75,10.9,,04-29
335,002127,南极电商,0.02,0.0,,1.67,,2581.92,58.28,,04-29
336,002143,印纪传媒,0.1,11.89,,4.78,,11136.4,13.91,,04-29
337,600015,华夏银行,0.34,-17.07,12.68,2.73,0.7,449900.0,1.53,,04-29
338,600773,西藏城投,0.02,18.75,,0.55,,1385.38,22.04,,04-29
339,601997,贵阳银行,0.42,-6.67,9.57,4.48,3.46,96692.5,19.56,,04-29
340,002480,新筑股份,-0.07,-4.75,,-1.91,,-4401.48,-4.76,,04-29
341,603999,读者传媒,0.05,0.0,,0.86,,1427.08,20.67,,04-29
342,600791,京能置业,0.01,379.31,,0.41,,629.11,383.99,,04-29
343,600060,海信电器,0.21,-49.63,,2.02,,26861.25,-49.53,,04-29
344,002191,劲嘉股份,0.13,-27.78,,3.77,,17564.83,-26.12,,04-29
345,603033,三维股份,0.08,-52.94,,0.65,,734.97,-34.59,,04-29
346,600825,新华传媒,0.01,-12.5,,0.28,,723.73,-18.25,,04-29
347,600095,哈高科,-0.02,223.88,,-1.08,,-784.33,225.82,,04-29
348,600844,*ST丹科,0.04,-195.75,,2.32,,4351.93,-224.93,,04-29
349,600506,香梨股份,0.0,-112.5,,0.04,,10.01,-108.28,,04-29
350,000899,赣能股份,0.07,-51.43,,1.51,,7270.97,-51.42,,04-29
351,600129,太极集团,0.01,-99.75,,0.18,,231.35,-99.75,,04-29
352,600150,中国船舶,-0.05,-161.9,,-0.48,,-7194.14,-162.17,,04-29
353,000426,兴业矿业,0.05,-1700.0,,1.89,,9267.04,-2582.05,,04-29
354,600543,莫高股份,0.04,-20.0,,1.21,,1339.05,-17.54,,04-29
355,600895,张江高科,0.16,6.67,,2.9,,24194.56,5.17,,04-29
356,600168,武汉控股,0.09,-18.18,,1.39,,6421.38,-17.09,,04-29
357,600969,郴电国际,0.06,5.38,,0.46,,1495.7,5.33,,04-29
358,600191,华资实业,0.02,339.02,,0.4,,871.86,333.28,,04-29
359,000538,云南白药,0.7,16.67,,4.47,,72514.19,16.6,,04-29
360,600805,悦达投资,0.01,-72.97,,0.13,,827.32,-73.79,,04-29
361,002188,巴士在线,0.01,-66.67,,0.19,,398.75,-52.48,,04-29
362,600461,洪城水业,0.07,-41.67,,1.61,,5507.12,34.25,,04-29
363,000837,秦川机床,0.01,-116.32,,0.17,,483.99,-116.26,,04-29
